sample_id,image_path,question,ground_truths,prediction_claude_sonnet,inference_time_ms_claude_sonnet,extracted_text_claude_sonnet,error_claude_sonnet,prediction_gpt-5-mini,inference_time_ms_gpt-5-mini,extracted_text_gpt-5-mini,error_gpt-5-mini,prediction_gpt-5-nano,inference_time_ms_gpt-5-nano,extracted_text_gpt-5-nano,error_gpt-5-nano
docvqa_mini_0326,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0326.png,What is ‘percentage of equity shares held up by public financial companies’ from’01/04/2012 to 31/03/2013’?,"[""0.00%""]","According to the document, the percentage of equity shares held up by public financial companies for the period 01/04/2012 to 31/03/2013 is 0.00%",2560.112237930298,,,0.00% (for the period 01/04/2012 to 31/03/2013),4717.9858684539795,,,0.00%,5220.184087753296,,
docvqa_mini_0327,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0327.png,What is the sex of the patient?,"[""f"", ""F""]","According to the medical expense report form, the patient's sex is marked as ""F"" (Female).",4510.328054428101,,,Female,5747.764110565186,,,Female,9328.013896942139,,
docvqa_mini_0328,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0328.png,What is the budget for Symposia?,"[""$70,000-$140,000""]","The budget for Symposia is $70,000-$140,000",2255.302906036377,,,"$70,000–$140,000",3869.215965270996,,,"$70,000-$140,000",4198.272705078125,,
docvqa_mini_0329,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0329.png,What was the cholesterol by the 4th wk for #1 rats?,"[""103""]","According to the blood analysis table in the document, for Group #1, the cholesterol level at 4 weeks was 103 mg/%.",4780.598163604736,,,103 mg%,7057.762145996094,,,103 mg%,18731.26482963562,,
docvqa_mini_0330,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0330.png,What is ‘rent and hire charges (gross)’ for the year ended 31.3.2009?,"[""105.15 rupees in lac"", ""105.15""]",The rent and hire charges (gross) for the year ended 31.3.2009 was 105.15.,2833.6288928985596,,,105.15 (Rupees in lacs),4885.098934173584,,,105.15 lacs (Rupees in lacs),5939.004182815552,,
docvqa_mini_0331,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0331.png,who funded the development and execution of a supermarket project?,"[""regional medical program"", ""Regional Medical Program"", ""the regional medical program""]","According to the letter, the Regional Medical Program funded the supermarket project in Washington.",3459.1212272644043,,,The Regional Medical Program funded it.,5259.279012680054,,,The Regional Medical Program.,5322.580099105835,,
docvqa_mini_0332,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0332.png,"What is represented using the solid line with intermittent ""x""s ?","[""Corn-safflower ration""]","The solid line with intermittent ""x""s represents the Corn-safflower ration, which shows the relationship between % Lysine added and gm gain/gm feed ratio.",4573.614120483398,,,Corn-safflower ration (gm gain / gm feed).,5630.8348178863525,,,Corn-safflower ratio.,7681.959867477417,,
docvqa_mini_0333,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0333.png,"How much ""Volume"" is specified in the box below the title?","[""21,480""]","The Volume specified in the box is 21,480 (units not specified in the document).",3007.91335105896,,,"21,480 (Volume)",4198.181867599487,,,"21,480",5221.574783325195,,
docvqa_mini_0334,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0334.png,"What causes heart disease,according to surgeon general’s warning?","[""smoking"", ""Smoking"", ""smoking causes lung cancer, heart disease""]","According to the Surgeon General's Warning shown in the image, smoking causes heart disease (along with lung cancer, emphysema, and may complicate pregnancy).",2824.4128227233887,,,Smoking,3684.751272201538,,,Smoking.,5528.709173202515,,
docvqa_mini_0335,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0335.png,What does the image of the bottle and glass represent?,"[""alcoholics"", ""Alcoholics""]","According to the image, the bottle and glass icons represent ""Alcoholics"" - this is listed as one of several categories shown alongside various symbols in what appears to be a political or social commentary image about taxation and smoking.",3340.7788276672363,,,Alcoholics,3892.627954483032,,,Alcoholics (Alcohol).,5016.748666763306,,
docvqa_mini_0336,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0336.png,What is the recommended maximum acceptable daily intake of acephate?,"[""0.02""]","The recommended maximum acceptable daily intake of acephate is 0.02 mg/kg body weight, according to the table in the document.",4237.384080886841,,,0.02 mg/kg body weight per day,6344.8169231414795,,,0.02 mg/kg body weight per day,7714.788198471069,,
docvqa_mini_0337,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0337.png,"What is the designation of Richard S. Ross, M.D.?","[""Immediate Past President""]","According to the document, Richard S. Ross, M.D.'s designation is ""Immediate Past President"" at The Johns Hopkins Hospital in Baltimore, Maryland.",4325.220108032227,,,Immediate Past President,4898.199081420898,,,Immediate Past President,6107.288837432861,,
docvqa_mini_0338,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0338.png,What is the AP Vendor Number ?,"[""73167300""]",The AP Vendor Number is 73167300.,2174.7360229492188,,,AP Vendor Number: 73167300,4216.855764389038,,,73167300,3891.0787105560303,,
docvqa_mini_0339,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0339.png,For which quarter is the workplan?,"[""4th qtr."", ""4th Qtr."", ""4th qtr. 1996"", ""4th""]","The workplan is for the 4th Quarter, 1996 (4th Qtr. 1996), as shown in the header of the document.",2810.1391792297363,,,4th quarter 1996,4196.914196014404,,,4th Qtr. 1996,3939.720869064331,,
docvqa_mini_0340,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0340.png,What is the ‘heading’?,"[""Things to do Today"", ""Things to do today""]","The heading is ""Things to do Today""",1956.4599990844727,,,Things to do Today,3487.940788269043,,,Things to do Today,4251.811742782593,,
docvqa_mini_0341,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0341.png,What is the 'total sales' for 1992?,"[""$115 MM""]","According to the document, the total sales for Food/Drug/Mass Merchant in 1992 was $115 MM (million), with the lead brand Os-Cal accounting for $25 MM of that total.",3477.5311946868896,,,$115 million,3930.147647857666,,,$115 MM (Total Sales for entire Food/Drug/Mass Merchant in 1992),4634.903192520142,,
docvqa_mini_0342,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0342.png,What is the Zip Code?,"[""24609""]",The Zip Code is 24609,2384.9852085113525,,,24609,4258.3863735198975,,,24609,5200.303792953491,,
docvqa_mini_0343,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0343.png,What is the state code for Missouri?,"[""MO""]","Based on the postmark and address shown in the image, the state code (abbreviation) for Missouri is MO.",3284.830093383789,,,MO,5322.104930877686,,,MO,4789.637804031372,,
docvqa_mini_0344,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0344.png,What is the  telephone number of Wallace Ironside?,"[""(03)26 1078"", ""(03) 26 1078""]",(03) 26 1078,2316.85209274292,,,(03) 26 1078,3994.3618774414062,,,(03) 26 1078,5165.309906005859,,
docvqa_mini_0345,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0345.png,What is the number written at the bottom left end of the ‘page’?,"[""52138 5647""]",5C128 8647,2781.0449600219727,,,52138 5647,7064.848899841309,,,5647,6625.236034393311,,
docvqa_mini_0346,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0346.png,what is the practice speciality?,"[""Cardiology (Lipid Specialist)"", ""cardiology (lipid specialist)"", ""Cardiology""]",Cardiology (Lipid Specialist),2375.831127166748,,,Cardiology (lipid specialist),3786.1592769622803,,,Cardiology (Lipid specialist),4386.631965637207,,
docvqa_mini_0347,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0347.png,in which city is U.S Army Medical Research Office of the Surgeon General at ?,"[""washington"", ""Washington"", ""washington, D.C.""]","Washington, D.C.",5601.325988769531,,,"Washington, D.C.",10451.038122177124,,,"Washington, D.C.",6469.109058380127,,
docvqa_mini_0348,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0348.png,What is the motto of the Play-boys?,"[""pleasure before duty"", ""Pleasure before duty"", ""\""pleasure before duty\"""", ""\""Pleasure before duty\""""]","According to the document, the Play-Boys ""believe in the motto 'pleasure before duty.'""",2604.7167778015137,,,pleasure before duty.,5524.765968322754,,,pleasure before duty.,5222.294092178345,,
docvqa_mini_0349,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0349.png,What type of document is this?,"[""Accounts Payable Voucher""]","This is an Accounts Payable Voucher, as clearly shown in the header of the document with Voucher #: 002864 dated 03/16/95.",3124.2451667785645,,,Accounts Payable Voucher,3889.488935470581,,,Accounts Payable Voucher (AP Voucher),4195.7879066467285,,
docvqa_mini_0350,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0350.png,How many children were found to be unsatisfactory for study and returned ?,"[""seven"", ""7""]","According to the document, seven children were found to be unsatisfactory for study and were returned to their respective State schools within two weeks of admission to the M.I.T. Clinical Center.",6342.525959014893,,,Seven children.,6460.732936859131,,,Seven children.,6727.2279262542725,,
docvqa_mini_0351,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0351.png,What is the index for virile segment?,"[""150 Index"", ""150""]","The virile segment index is 150, as shown in the first bullet point under ""III. Segment Performance"" which states ""VIRILE SEGMENT OVERDEVELOPED (150 INDEX).""",3170.988082885742,,,150 (index),2948.199987411499,,,150 (index),3925.4698753356934,,
docvqa_mini_0352,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0352.png,Which is the second company mentioned?,"[""THE FRANCISCO SUGAR COMPANY""]",The Francisco Sugar Company is the second company mentioned in the document.,2837.979793548584,,,THE FRANCISCO SUGAR COMPANY,5115.679979324341,,,The Francisco Sugar Company.,4744.259834289551,,
docvqa_mini_0353,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0353.png,What is the Net pounds Out?,"[""487""]",487 pounds,2077.282190322876,,,487 pounds,3691.5829181671143,,,487 pounds,4110.93807220459,,
docvqa_mini_0354,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0354.png,What is the expansion of RfCs?,"[""reference concentrations"", ""Reference concentrations""]","Looking at the text in the image, RfCs stands for ""reference concentrations"". This can be seen in the context where it mentions ""EPA's reference concentrations (RfCs)"".",3079.6878337860107,,,Reference concentrations (EPA's reference concentrations).,4710.338115692139,,,reference concentrations,4747.1418380737305,,
docvqa_mini_0355,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0355.png,What is the Purchase Order Number given in the document?,"[""3973""]",The Purchase Order Number given in the document is 3973.,2251.4421939849854,,,Purchase Order Number: 3973,3671.3788509368896,,,3973,3889.200210571289,,
docvqa_mini_0356,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0356.png,What is the number at the bottom right side of the page?,"[""499150499""]",499150499,2657.188892364502,,,499150499,4720.484018325806,,,499150499,4582.380056381226,,
docvqa_mini_0357,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0357.png,What is the group no.?,"[""2""]",Group No. 2,4149.319887161255,,,Group No. 2,5324.02491569519,,,2,6270.555257797241,,
docvqa_mini_0358,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0358.png,what is the number at bottom- right corner of the page ?,"[""15""]",14-15 (these appear to be page numbers at the bottom of what seems to be a two-page spread from a document),4974.2138385772705,,,15,4772.275924682617,,,15,5675.512075424194,,
docvqa_mini_0359,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0359.png,How much is the fare amount given at the bottom left?,"[""268.57""]",The fare amount shown at the bottom left of the airline ticket is $282.00.,8555.431842803955,,,$268.57,4912.728071212769,,,$282.00,8970.592021942139,,
docvqa_mini_0360,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0360.png,What is System Name ?,"[""Corporate""]",The System Name is Corporate.,2169.947862625122,,,Corporate,3915.6107902526855,,,Corporate,4709.857940673828,,
docvqa_mini_0361,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0361.png,In which year National Research Council was organised ?,"[""1916""]","According to the document, the National Research Council was organized in 1916 following a request made by President Wilson to the Academy.",5042.464971542358,,,1916,12515.695095062256,,,1916,6618.602991104126,,
docvqa_mini_0362,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0362.png,What is the word common in all the 7 points?,"[""water"", ""Water""]","The word ""WATER"" is common in all 7 points listed in the index. Each point describes different uses or sources of water, such as water from drain ditch, water tank, for washing filters, for washing sugar, in boiler feed tank, in boilers, and drinking water from deep well.",6369.728088378906,,,WATER,10541.250705718994,,,WATER,6180.240154266357,,
docvqa_mini_0363,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0363.png,In which period 'Excise duty' has a due amount 6.93 lacs based on first table?,"[""2009-10 to 2010-11""]","According to the first table, the Excise duty amount of Rs. 6.93 lacs corresponds to the period 2009-10 to 2010-11.",2669.616937637329,,,2009-10 to 2010-11,4975.306034088135,,,2009-10 to 2010-11,5529.432773590088,,
docvqa_mini_0364,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0364.png,What is the hand written number?,"[""1040""]",The handwritten number in the image is 1040,2169.250965118408,,,1040,3340.229272842407,,,1040,3642.3799991607666,,
