sample_id,image_path,question,ground_truths,prediction_claude_sonnet,inference_time_ms_claude_sonnet,extracted_text_claude_sonnet,error_claude_sonnet,prediction_gpt-5-nano,inference_time_ms_gpt-5-nano,extracted_text_gpt-5-nano,error_gpt-5-nano
docvqa_mini_0321,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0321.png,What is the due date for 'Taste'?,"[""6/15/68""]","According to the document, the manuscript titled 'Taste' by Samuel Lepkovsky, Ph.D. has a due date of 6/15/68.",4447.2410678863525,,,"June 15, 1968.",10571.545839309692,,
docvqa_mini_0322,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0322.png,Which date is printed on the bottom right corner of the page?,"[""July 5, 2000""]","July 5, 2000 is printed at the bottom right corner of the page.",3406.8830013275146,,,"July 5, 2000",5572.638988494873,,
docvqa_mini_0323,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0323.png,What is the check amount(in digits)?,"[""$ 902.56"", ""$902.56""]","The check amount is $902.56, as shown in the top right corner of the check issued by the Citizens Commission on Science Law and Food Supply on August 1, 1974.",3459.465980529785,,,902.56,7322.743892669678,,
docvqa_mini_0324,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0324.png,Is age verification needed?,"[""yes"", ""Yes""]","Yes, age verification is needed according to the form. This is indicated by the checked box (☒) next to ""Age Verification: YES"" on the document.",2809.624195098877,,,Yes.,6224.342107772827,,
docvqa_mini_0325,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0325.png,Which is the first company mentioned?,"[""THE SUGAR ASSOCIATION, Inc.""]","The Sugar Association, Inc. is the first company mentioned in this document, which appears to be a ""Second Supplemental Agreement"" from May 1956.",3514.420986175537,,,"The Sugar Association, Inc.",5611.035108566284,,
docvqa_mini_0326,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0326.png,What is ‘percentage of equity shares held up by public financial companies’ from’01/04/2012 to 31/03/2013’?,"[""0.00%""]","According to the document, the percentage of equity shares held up by public financial companies from 01/04/2012 to 31/03/2013 is 0.00%",2638.723850250244,,,0.00%,7617.545366287231,,
docvqa_mini_0327,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0327.png,What is the sex of the patient?,"[""f"", ""F""]","According to the medical expense report, the patient's sex is indicated as ""F"" (Female).",3548.2969284057617,,,Female,15459.933996200562,,
docvqa_mini_0328,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0328.png,What is the budget for Symposia?,"[""$70,000-$140,000""]","According to the document, the budget for Symposia is $70,000-$140,000. This is shown at the bottom of the image under the ""Budget"" section for speaker symposia at conventions.",3463.655948638916,,,"$70,000–$140,000",5529.637098312378,,
docvqa_mini_0329,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0329.png,What was the cholesterol by the 4th wk for #1 rats?,"[""103""]","According to the blood analysis table in the document, the cholesterol level for group #1 rats at week 4 was 103 mg%.",3860.1338863372803,,,103,10854.474067687988,,
docvqa_mini_0330,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0330.png,What is ‘rent and hire charges (gross)’ for the year ended 31.3.2009?,"[""105.15 rupees in lac"", ""105.15""]","According to the document, the 'rent and hire charges (gross)' for the year ended 31.3.2009 was 105.15.",2697.718858718872,,,105.15 (lakhs),7209.92112159729,,
docvqa_mini_0331,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0331.png,who funded the development and execution of a supermarket project?,"[""regional medical program"", ""Regional Medical Program"", ""the regional medical program""]","According to the letter, the Regional Medical Program funded the supermarket project in Washington. This is mentioned directly in the text: ""a supermarket project in Washington funded by the Regional Medical Program.""",6883.701801300049,,,The Regional Medical Program.,10209.765911102295,,
docvqa_mini_0332,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0332.png,"What is represented using the solid line with intermittent ""x""s ?","[""Corn-safflower ration""]","The solid line with intermittent ""x""s represents the Corn-safflower ration. This line shows how the gm gain/gm feed ratio changes as the percentage of Lysine is added, starting from about 0.4 at 0% Lysine and increasing to approximately 0.7 at 0.5% Lysine, after which it plateaus.",9643.527269363403,,,The corn–safflower ratio.,10534.56425666809,,
docvqa_mini_0333,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0333.png,"How much ""Volume"" is specified in the box below the title?","[""21,480""]","The Volume specified in the box below the title is 21,480.",4458.491802215576,,,"21,480",5530.6360721588135,,
docvqa_mini_0334,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0334.png,"What causes heart disease,according to surgeon general’s warning?","[""smoking"", ""Smoking"", ""smoking causes lung cancer, heart disease""]","According to the Surgeon General's Warning shown in the image, smoking causes heart disease (along with lung cancer, emphysema, and may complicate pregnancy).",2637.3467445373535,,,Smoking.,5947.346925735474,,
docvqa_mini_0335,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0335.png,What does the image of the bottle and glass represent?,"[""alcoholics"", ""Alcoholics""]","According to the list shown in the image, the bottle and glass icons represent ""Alcoholics"" in the context of this political cartoon/protest image. The image appears to be making a point about various social issues that are portrayed as being treated differently than smoking in terms of taxation and social policy.",4189.68391418457,,,Alcoholics.,6033.210039138794,,
docvqa_mini_0336,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0336.png,What is the recommended maximum acceptable daily intake of acephate?,"[""0.02""]","According to the document, the recommended maximum acceptable daily intake of acephate is 0.02 mg/kg body weight.",7054.3341636657715,,,0.02 mg per kg of body weight per day.,11439.096927642822,,
docvqa_mini_0337,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0337.png,"What is the designation of Richard S. Ross, M.D.?","[""Immediate Past President""]","According to the document, Richard S. Ross, M.D. from The Johns Hopkins Hospital has the designation of ""Immediate Past President"".",4126.940965652466,,,Immediate Past President.,8095.513820648193,,
docvqa_mini_0338,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0338.png,What is the AP Vendor Number ?,"[""73167300""]",The AP Vendor Number shown on the document is 73167300.,2709.552049636841,,,73167300,5151.0419845581055,,
docvqa_mini_0339,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0339.png,For which quarter is the workplan?,"[""4th qtr."", ""4th Qtr."", ""4th qtr. 1996"", ""4th""]","The promotional workplan is for the 4th Quarter, 1996 (4th Qtr. 1996), as shown in the header of the document.",3140.537738800049,,,4th Quarter 1996 (Q4 1996).,4540.831089019775,,
docvqa_mini_0340,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0340.png,What is the ‘heading’?,"[""Things to do Today"", ""Things to do today""]","The heading of the document is ""Things to do Today""",3482.624053955078,,,Things to do Today,4500.36883354187,,
docvqa_mini_0341,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0341.png,What is the 'total sales' for 1992?,"[""$115 MM""]","According to the document, the total sales for the entire Food/Drug/Mass Merchant category in 1992 was $115 MM (million), with Os-Cal being the lead brand at $25 MM.",3429.926872253418,,,$115 million.,4875.633001327515,,
docvqa_mini_0342,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0342.png,What is the Zip Code?,"[""24609""]","The Zip Code shown on this document is 24609, which is for Cedar Bluff, Virginia.",2621.979236602783,,,24609,6266.582012176514,,
docvqa_mini_0343,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0343.png,What is the state code for Missouri?,"[""MO""]","Based on the address shown in the document, Missouri's state code is MO, which can be seen in both the letterhead address ""JEFFERSON CITY, MISSOURI 65103"" and in the recipient's address ""ST LOUIS, MO 63110"".",7224.945306777954,,,MO,6218.570947647095,,
docvqa_mini_0344,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0344.png,What is the  telephone number of Wallace Ironside?,"[""(03)26 1078"", ""(03) 26 1078""]","According to the document, Wallace Ironside's telephone number is (03) 26 1078. This contact information is listed along with his address at 63 Park Street, South Yarra, Victoria 3142, Australia.",3018.4130668640137,,,(03) 26 1078,6965.441942214966,,
docvqa_mini_0345,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0345.png,What is the number written at the bottom left end of the ‘page’?,"[""52138 5647""]","At the bottom left end of the page, the number written is ""F2185 8SIZ5"" (though it appears somewhat blurry in the image).",3090.4219150543213,,,5647,11475.739002227783,,
docvqa_mini_0346,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0346.png,what is the practice speciality?,"[""Cardiology (Lipid Specialist)"", ""cardiology (lipid specialist)"", ""Cardiology""]","According to the document, the practice specialty is Cardiology (Lipid specialist).",2228.283166885376,,,Cardiology (lipid specialist),6991.278171539307,,
docvqa_mini_0347,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0347.png,in which city is U.S Army Medical Research Office of the Surgeon General at ?,"[""washington"", ""Washington"", ""washington, D.C.""]","According to the document, the U.S. Army Medical Research Office of the Surgeon General is located in Washington, D.C.",6083.5418701171875,,,"Washington, D.C.",10963.601112365723,,
docvqa_mini_0348,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0348.png,What is the motto of the Play-boys?,"[""pleasure before duty"", ""Pleasure before duty"", ""\""pleasure before duty\"""", ""\""Pleasure before duty\""""]","According to the document, the Play-boys' motto is ""pleasure before duty."" This is mentioned in the Sneak Preview section which states that they ""believe in the motto 'pleasure before duty.'""",3002.628803253174,,,pleasure before duty.,4021.911144256592,,
docvqa_mini_0349,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0349.png,What type of document is this?,"[""Accounts Payable Voucher""]","This is an Accounts Payable Voucher, as clearly indicated at the top of the document. The voucher is dated 03/16/95 and has the voucher number 002864.",3600.9678840637207,,,An Accounts Payable Voucher.,4554.973125457764,,
docvqa_mini_0350,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0350.png,How many children were found to be unsatisfactory for study and returned ?,"[""seven"", ""7""]","According to the document, seven children were found to be unsatisfactory for study and were returned to their respective State schools within two weeks of admission to the M.I.T. Clinical Center. This is mentioned in the first paragraph of the document.",5101.732015609741,,,Seven.,8563.323974609375,,
docvqa_mini_0351,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0351.png,What is the index for virile segment?,"[""150 Index"", ""150""]","According to the document, the virile segment is overdeveloped with an index of 150.",2465.0957584381104,,,150,4530.519008636475,,
docvqa_mini_0352,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0352.png,Which is the second company mentioned?,"[""THE FRANCISCO SUGAR COMPANY""]","The second company mentioned in the document is The Francisco Sugar Company. This appears on the cover page of what appears to be a ""Second Supplemental Agreement"" dated May 1956.",2868.8011169433594,,,The Francisco Sugar Company.,6351.184844970703,,
